candidate_index,feature_selection__k,regressor__C,regressor__gamma,regressor__epsilon,split_1_validation_bounded_mae,split_2_validation_bounded_mae,split_3_validation_bounded_mae,mean_validation_bounded_mae,std_validation_bounded_mae,rank
27,100,0.1,scale,0.0,0.5304158029386584,0.5949072423087517,0.5203067053365104,0.5485432501946401,0.033043035445213836,49
28,100,0.1,0.01,0.0,0.5304158029386584,0.5949072423087517,0.5203067053365104,0.5485432501946401,0.033043035445213836,49
29,100,0.1,0.1,0.0,0.9383018020181236,0.8914277248960778,0.8739970447866883,0.9012421905669633,0.02715410653967709,79
30,100,0.1,scale,0.1,0.5323189860924334,0.5942684051140602,0.5218990844693674,0.5494954918919537,0.03194374123626624,51
31,100,0.1,0.01,0.1,0.5323189860924334,0.5942684051140602,0.5218990844693674,0.5494954918919537,0.03194374123626624,51
32,100,0.1,0.1,0.1,0.93899056377371,0.8971508025239847,0.8752375516821219,0.903792972659939,0.026447437881878925,80
33,100,0.1,scale,0.2,0.5426959069338742,0.6031806522047046,0.5370883430989019,0.560988300745827,0.029922200055732533,53
34,100,0.1,0.01,0.2,0.5426959069338742,0.6031806522047046,0.5370883430989019,0.560988300745827,0.029922200055732533,53
35,100,0.1,0.1,0.2,0.9435598303339457,0.9075594696134643,0.886075829544906,0.9123983764974387,0.023715871641194358,81
36,100,1.0,scale,0.0,0.31573211774609605,0.4524393056049468,0.3565765139524587,0.3749159791011672,0.05729727038015159,12
37,100,1.0,0.01,0.0,0.31573211774609605,0.4524393056049468,0.3565765139524587,0.3749159791011672,0.05729727038015159,12
38,100,1.0,0.1,0.0,0.7918286293312298,0.7600532822318249,0.6883913983609267,0.7467577699746605,0.04326193994984711,71
39,100,1.0,scale,0.1,0.329787278746286,0.4529768583330403,0.35762452463384065,0.380129553904389,0.05274956800165284,15
40,100,1.0,0.01,0.1,0.329787278746286,0.4529768583330403,0.35762452463384065,0.380129553904389,0.05274956800165284,15
41,100,1.0,0.1,0.1,0.8042908369028459,0.7727870410289276,0.7017763339338104,0.7596180706218614,0.04287479575021307,73
42,100,1.0,scale,0.2,0.34457367107299564,0.46264032362077784,0.3661089132635009,0.39110763598575815,0.05133962546459869,21
43,100,1.0,0.01,0.2,0.34457367107299564,0.46264032362077784,0.3661089132635009,0.39110763598575815,0.05133962546459869,21
44,100,1.0,0.1,0.2,0.8168224724119809,0.7885290502103989,0.7187573585426873,0.7747029603883556,0.04121134317454185,75
45,100,10.0,scale,0.0,0.3055011305225932,0.40027092163455574,0.3064872588990693,0.3374197703520727,0.044444298662812354,1
46,100,10.0,0.01,0.0,0.3055011305225932,0.40027092163455574,0.3064872588990693,0.3374197703520727,0.044444298662812354,1
47,100,10.0,0.1,0.0,0.784078744857763,0.752329761674489,0.681664704446923,0.7393577369930583,0.04280470368678367,69
48,100,10.0,scale,0.1,0.3132347414269594,0.4248196558677661,0.29503019200470715,0.34436152976647755,0.05737585988732511,3
49,100,10.0,0.01,0.1,0.3132347414269594,0.4248196558677661,0.29503019200470715,0.34436152976647755,0.05737585988732511,3
50,100,10.0,0.1,0.1,0.7985911088946352,0.7662717199235176,0.6975920094769706,0.7541516127650412,0.04211395072850594,72
51,100,10.0,scale,0.2,0.3284681844700559,0.4436203929664578,0.3155907445462642,0.36255977399425926,0.05755910050180119,7
52,100,10.0,0.01,0.2,0.3284681844700559,0.4436203929664578,0.3155907445462642,0.36255977399425926,0.05755910050180119,7
53,100,10.0,0.1,0.2,0.8129759219903779,0.7846900715589002,0.716166290527279,0.771277428025519,0.040644396423290825,74
54,200,0.1,scale,0.0,0.6385480206216306,0.6625619543141328,0.6013803994984732,0.6341634581447456,0.025168948508041553,58
55,200,0.1,0.01,0.0,0.7578251786656216,0.7383179235079717,0.6804276191780302,0.7255235737838744,0.03286707666044844,67
56,200,0.1,0.1,0.0,0.9959071885101121,0.9995794437060477,0.9994621475139136,0.9983162599100245,0.001704143647423176,94
57,200,0.1,scale,0.1,0.6407745998549362,0.6619735775956527,0.6126904697543722,0.6384795490683204,0.02018508728754438,59
58,200,0.1,0.01,0.1,0.7616350374483467,0.7446026659136009,0.6837181214905605,0.7299852749508361,0.03344659959808488,68
59,200,0.1,0.1,0.1,0.9959071885101121,0.9995794437060478,0.9994621475139138,0.9983162599100246,0.0017041436474232534,96
60,200,0.1,scale,0.2,0.6520116398259164,0.6723706466698856,0.6250776783139207,0.6498199882699075,0.019369369571341076,61
61,200,0.1,0.01,0.2,0.7735037949966651,0.751538741283849,0.7060520433570479,0.7436981932125207,0.028089622583880335,70
62,200,0.1,0.1,0.2,0.9959071885101121,0.9995794437060477,0.9994621475139136,0.9983162599100245,0.001704143647423176,94
63,200,1.0,scale,0.0,0.4099604791554585,0.4740286451580132,0.39522128987386324,0.4264034713957783,0.03420944126097328,28
64,200,1.0,0.01,0.0,0.5167614756440111,0.5511200672253854,0.4720907410035061,0.5133240946243008,0.03235501292409007,35
65,200,1.0,0.1,0.0,0.993554523707118,0.9969628044240822,0.9960637139847219,0.9955270140386409,0.001442250437221903,84
66,200,1.0,scale,0.1,0.4179968657995772,0.48815497105099154,0.3925244606818881,0.4328920991774856,0.04043677873257272,29
67,200,1.0,0.01,0.1,0.5322260174030042,0.568314755408834,0.4759318547075902,0.5254908758398095,0.03801466107000626,42
68,200,1.0,0.1,0.1,0.9937449946154321,0.9971840631356379,0.9963724449482488,0.9957671675664397,0.0014677803203851784,86
69,200,1.0,scale,0.2,0.43791697193408124,0.5060772327280566,0.4069347735231555,0.45030965939509776,0.04141248468098075,30
70,200,1.0,0.01,0.2,0.5562581381316474,0.5888475585588369,0.490544013040465,0.5452165699103164,0.040884666538613064,46
71,200,1.0,0.1,0.2,0.9939527334103176,0.9974064707232405,0.996690912370678,0.996016705501412,0.0014883976918357404,87
72,200,10.0,scale,0.0,0.3748228003789954,0.44035539784101424,0.31863286108931527,0.37793701976977495,0.049741784984240416,14
73,200,10.0,0.01,0.0,0.5032996773316877,0.5443952340581157,0.4452504687720857,0.49764846005396307,0.04067245844094451,31
74,200,10.0,0.1,0.0,0.9929008174295405,0.9960953919921854,0.9951514362063489,0.9947158818760249,0.001340051576139888,82
75,200,10.0,scale,0.1,0.3882320622462808,0.46094807825303347,0.3456053645990932,0.3982618350328025,0.04761955239097804,24
76,200,10.0,0.01,0.1,0.5214118081572172,0.5637229130643107,0.46496584137705516,0.5167001875328611,0.04045482524776927,38
77,200,10.0,0.1,0.1,0.9932243930633923,0.9965012951366121,0.9956732831189357,0.9951329904396466,0.0013912725431148934,83
78,200,10.0,scale,0.2,0.40987598124134045,0.48901317545471196,0.37499860972877636,0.4246292554749429,0.04770097570544605,27
79,200,10.0,0.01,0.2,0.5477598098564846,0.5853703961282368,0.48832287781649014,0.5404843612670706,0.039952090614886124,45
80,200,10.0,0.1,0.2,0.9935505075905251,0.9969078368715302,0.9961940564479604,0.9955508003033385,0.0014441257622910026,85
81,all,0.1,scale,0.0,0.8984442770433096,0.8744969908449235,0.908432357376902,0.8937912084217118,0.014239395144291438,76
82,all,0.1,0.01,0.0,0.9958064750487569,0.9998957939446057,0.9998636680835202,0.9985219790256276,0.0019201960670789545,97
83,all,0.1,0.1,0.0,0.9957983289071317,1.0,1.0000000000000002,0.998599442969044,0.0019806867480551575,107
84,all,0.1,scale,0.1,0.8984442770433096,0.879415163966849,0.9084323573769019,0.8954305994623536,0.012036363453318488,77
85,all,0.1,0.01,0.1,0.9958064750487569,0.9998957939446058,0.99986366808352,0.9985219790256276,0.001920196067078929,97
86,all,0.1,0.1,0.1,0.9957983289071317,1.0000000000000002,1.0,0.998599442969044,0.0019806867480551575,107
87,all,0.1,scale,0.2,0.9016058820956447,0.8885606694099607,0.911023933785877,0.9003968284304941,0.009210353582770784,78
88,all,0.1,0.01,0.2,0.9958064750487569,0.9998957939446057,0.9998636680835202,0.9985219790256276,0.0019201960670789545,97
89,all,0.1,0.1,0.2,0.9957983289071317,0.9999999999999999,1.0000000000000002,0.9985994429690438,0.001980686748055131,106
90,all,1.0,scale,0.0,0.6152969867277173,0.6255488691907286,0.7011422582656097,0.6473293713946852,0.038280938411921935,60
91,all,1.0,0.01,0.0,0.9956737674818251,0.9991435734622579,0.9987435396947325,0.9978536268796052,0.0015500208599365497,91
92,all,1.0,0.1,0.0,0.9957983212438677,1.0000000000000002,0.9999999999999998,0.9985994404146226,0.0019806903605524098,105
93,all,1.0,scale,0.1,0.6199600420963128,0.6334725471352317,0.7058594364242269,0.6530973418852571,0.03771406380658801,63
94,all,1.0,0.01,0.1,0.995667296843247,0.9991858801415929,0.9987798450376184,0.9978776740074862,0.0015717382166585106,92
95,all,1.0,0.1,0.1,0.9957983210210206,0.9999999999999999,0.9999999999999999,0.9985994403403402,0.0019806904656034753,104
96,all,1.0,scale,0.2,0.6339490292563423,0.6480123726593897,0.7130934510870001,0.665018284334244,0.03447569821044946,65
97,all,1.0,0.01,0.2,0.9956607560759115,0.9992282380307519,0.9988165518422482,0.9979018486496373,0.0015935794766201463,93
98,all,1.0,0.1,0.2,0.9957983207981735,1.0,0.9999999999999998,0.9985994402660578,0.0019806905706545937,103
99,all,10.0,scale,0.0,0.5780664556924773,0.5557601417184247,0.6478886838302081,0.5939050937470367,0.03924337659171008,55
100,all,10.0,0.01,0.0,0.9954918954554055,0.9988918654979143,0.9983022686374148,0.9975620098635782,0.0014834501141305378,88
101,all,10.0,0.1,0.0,0.9957983193949288,0.9999999999999999,0.9999999999999999,0.9985994397983095,0.001980691232150509,102
102,all,10.0,scale,0.1,0.5899596513838966,0.5793187962730795,0.6611577116754253,0.6101453864441339,0.03633180373079618,56
103,all,10.0,0.01,0.1,0.9955146138217437,0.9989931578810392,0.9984367346282242,0.9976481687770024,0.001525657075798262,89
104,all,10.0,0.1,0.1,0.9957983192897789,0.9999999999999998,0.9999999999999998,0.9985994397632595,0.00198069128171859,101
105,all,10.0,scale,0.2,0.6102734288583158,0.6042645854149876,0.6804402703240044,0.6316594281991027,0.03458038431146145,57
106,all,10.0,0.01,0.2,0.995536812491125,0.9990943833618343,0.998571352547762,0.9977341828002405,0.0015683786776272645,90
107,all,10.0,0.1,0.2,0.9957983191846296,0.9999999999999998,1.0000000000000002,0.9985994397282099,0.0019806913312865656,100
