candidate_index,feature_selection__k,regressor__C,regressor__gamma,regressor__epsilon,split_1_validation_bounded_mae,split_2_validation_bounded_mae,split_3_validation_bounded_mae,mean_validation_bounded_mae,std_validation_bounded_mae,rank
57,200,0.1,scale,0.1,0.6763789530030496,0.6747031534087761,0.7157188789702119,0.6889336617940125,0.018952360810765616,62
58,200,0.1,0.01,0.1,0.7489162930503709,0.7544248730402406,0.7869641340026339,0.7634351000310818,0.016788839409997685,65
59,200,0.1,0.1,0.1,0.9909563994655332,0.9996425690014797,0.9995962981784078,0.9967317555484736,0.004083837138511973,94
60,200,0.1,scale,0.2,0.6857674684477966,0.6940443383599344,0.7253039183494514,0.7017052417190608,0.017025467157857396,63
61,200,0.1,0.01,0.2,0.7658923588515444,0.7712950794854655,0.799327082050556,0.778838173462522,0.014654780310161847,66
62,200,0.1,0.1,0.2,0.9909563994655332,0.9996425690014797,0.9995962981784078,0.9967317555484736,0.004083837138511973,94
63,200,1.0,scale,0.0,0.39788657040444353,0.44349189211936174,0.554104660755977,0.46516104109326073,0.06559058342582283,28
64,200,1.0,0.01,0.0,0.4715689995698416,0.5034134082552211,0.614680997165843,0.5298878016636351,0.061351072219574074,34
65,200,1.0,0.1,0.0,0.9868477378384978,0.9976219690938622,0.997197667659838,0.993889124864066,0.004982024779786438,84
66,200,1.0,scale,0.1,0.40753742270982796,0.451442482342194,0.5573513272402759,0.47211041076409926,0.06288308700333922,29
67,200,1.0,0.01,0.1,0.4862267542009594,0.5131273714727964,0.6313679254875361,0.543574017053764,0.06304357525267548,39
68,200,1.0,0.1,0.1,0.9872025764038299,0.9977914867187849,0.9973753824646613,0.9941231485290921,0.004896531057343306,86
69,200,1.0,scale,0.2,0.43215529602900477,0.4678479841599,0.5772300836032704,0.49241112126405834,0.06172079215158017,30
70,200,1.0,0.01,0.2,0.5103103603911567,0.5311240147665499,0.6539248307451517,0.5651197353009528,0.06336697765005862,42
71,200,1.0,0.1,0.2,0.9875625397653688,0.9979474403217847,0.99755469143008,0.9943548905057445,0.00480559287762331,87
72,200,10.0,scale,0.0,0.3177358913233571,0.4010106721223985,0.5140783199799955,0.41094162780858373,0.08046347093900237,17
73,200,10.0,0.01,0.0,0.4352414812727789,0.4958533358356395,0.6063934546304857,0.5124960905796346,0.07085659442451762,31
74,200,10.0,0.1,0.0,0.9856903986140078,0.9970170967789386,0.996524645954261,0.9930773804490691,0.0052272524604120895,82
75,200,10.0,scale,0.1,0.3467867145688826,0.42017232754885925,0.5325088899781218,0.43315597736528794,0.07637457247715278,24
76,200,10.0,0.01,0.1,0.457965257926343,0.5097346666279502,0.6273910738961503,0.5316969994834811,0.07088974927120566,36
77,200,10.0,0.1,0.1,0.9863146557750772,0.9973114948879547,0.9968595376896259,0.993495229450886,0.005080783736299513,83
78,200,10.0,scale,0.2,0.37587630781735787,0.4327597382454978,0.5583888949200444,0.45567498032763337,0.07625196107856765,27
79,200,10.0,0.01,0.2,0.4854510289610388,0.5264734368743699,0.6512229448568172,0.5543824702307419,0.07049476402355272,41
80,200,10.0,0.1,0.2,0.9869373954017656,0.9976125942398517,0.9972078239999985,0.9939192712138719,0.004939696490576745,85
81,all,0.1,scale,0.0,0.9077813678966252,0.9184892066628706,0.8975791976944696,0.907949924084655,0.00853730742705392,76
82,all,0.1,0.01,0.0,0.9914392656474498,0.9999017715483361,0.9999348187595574,0.9970919519851144,0.00399707561045638,97
83,all,0.1,0.1,0.0,0.9916666666666667,1.0000000000000002,1.0000000000000002,0.9972222222222223,0.003928371006592021,103
84,all,0.1,scale,0.1,0.908127841314434,0.9184892066628706,0.8982018927636984,0.908272980247001,0.008282897049269494,77
85,all,0.1,0.01,0.1,0.9914392656474497,0.9999017715483361,0.9999348187595574,0.9970919519851144,0.003997075610456432,97
86,all,0.1,0.1,0.1,0.9916666666666667,1.0000000000000002,1.0000000000000002,0.9972222222222223,0.003928371006592021,103
87,all,0.1,scale,0.2,0.9096923355362457,0.9216780533179748,0.9015740108793658,0.9109814665778622,0.00825790630144598,78
88,all,0.1,0.01,0.2,0.9914392656474497,0.9999017715483361,0.9999348187595574,0.9970919519851144,0.003997075610456432,97
89,all,0.1,0.1,0.2,0.9916666666666667,1.0000000000000002,1.0000000000000002,0.9972222222222223,0.003928371006592021,103
90,all,1.0,scale,0.0,0.6082257486628684,0.6820266098203428,0.6662424083048897,0.6521649222627003,0.03173088387094643,58
91,all,1.0,0.01,0.0,0.9897641043182941,0.9991696229455278,0.9995323479440908,0.9961553584026376,0.004521724518670846,91
92,all,1.0,0.1,0.0,0.9916666666666667,1.0000000000000002,0.9999999999999998,0.9972222222222222,0.003928371006591917,102
93,all,1.0,scale,0.1,0.6112830119073304,0.6899668496080628,0.6755615463659075,0.6589371359604336,0.03420589466574459,59
94,all,1.0,0.01,0.1,0.9898405604237069,0.9992075041049716,0.9995685058159636,0.996205523448214,0.004503120864936651,92
95,all,1.0,0.1,0.1,0.9916666666666667,0.9999999999999999,0.9999999999999998,0.9972222222222221,0.003928371006591838,100
96,all,1.0,scale,0.2,0.6249793343011827,0.6986664176131293,0.6837212289186325,0.669122326944315,0.03180453338647646,60
97,all,1.0,0.01,0.2,0.9899169655732005,0.9992454602161855,0.9996055780962466,0.9962560012952109,0.004484785512193983,93
98,all,1.0,0.1,0.2,0.9916666666666667,1.0000000000000002,1.0,0.9972222222222223,0.003928371006591969,103
99,all,10.0,scale,0.0,0.5110579240872773,0.66973087613091,0.6339505776737697,0.6049131259639857,0.06795418372653134,49
100,all,10.0,0.01,0.0,0.9891509753635712,0.9988834586888444,0.9994143254653026,0.9958162531725727,0.004718043456558594,88
101,all,10.0,0.1,0.0,0.9916666666666667,1.0,1.0000000000000002,0.9972222222222223,0.003928371006591969,103
102,all,10.0,scale,0.1,0.530290412980106,0.671413168321377,0.6501064718006833,0.6172700177007221,0.0621159268742577,54
103,all,10.0,0.01,0.1,0.9893646533434752,0.9989834160213662,0.9994770266311251,0.9959416986653222,0.004655037180856769,89
104,all,10.0,0.1,0.1,0.9916666666666667,1.0000000000000002,1.0,0.9972222222222223,0.003928371006591969,103
105,all,10.0,scale,0.2,0.5579262093025049,0.6773951960666339,0.6647404813854907,0.6333539622515432,0.05358510294924108,57
106,all,10.0,0.01,0.2,0.9895782056477539,0.9990833302193353,0.9995397748563275,0.9960671035744723,0.004592126062017228,90
107,all,10.0,0.1,0.2,0.9916666666666667,0.9999999999999998,1.0,0.9972222222222221,0.003928371006591864,100
