candidate_index,feature_selection__k,regressor__C,regressor__gamma,regressor__epsilon,split_1_validation_bounded_mae,split_2_validation_bounded_mae,split_3_validation_bounded_mae,mean_validation_bounded_mae,std_validation_bounded_mae,rank
71,200,1.0,0.1,0.2,1.0035736099461616,0.9852067764903292,0.9970121395378876,0.9952641753247927,0.007599415633949173,87
72,200,10.0,scale,0.0,0.4084033105265261,0.3497503635817689,0.4570272175334746,0.4050602972139232,0.043859340715139784,16
73,200,10.0,0.01,0.0,0.5486927620481652,0.44187136573471775,0.5569548609314671,0.5158396629047833,0.05241213160562934,31
74,200,10.0,0.1,0.0,1.0031044177933313,0.9828547766831482,0.9955498805974313,0.9938363583579704,0.0083552023762304,82
75,200,10.0,scale,0.1,0.4320204352559921,0.3664979445399878,0.4767265746500449,0.4250816514820082,0.045267337482865974,26
76,200,10.0,0.01,0.1,0.5682122328922391,0.46058546805153205,0.571857049514519,0.5335515834860968,0.05161628730843378,32
77,200,10.0,0.1,0.1,1.003218574895672,0.9835161516230627,0.995954172074603,0.994229632864446,0.008135391706151997,83
78,200,10.0,scale,0.2,0.4606484664388693,0.3807941570406824,0.5045029008010479,0.44864850809353324,0.05121173414306068,27
79,200,10.0,0.01,0.2,0.5909210254585453,0.48535198335937446,0.5945111591176966,0.5569280559785388,0.05063314391193813,36
80,200,10.0,0.1,0.2,1.0033408799385508,0.9841769768558877,0.9963584344069986,0.994625430400479,0.00791901814222723,84
81,all,0.1,scale,0.0,0.9270105122921426,0.879972784972928,0.939815179883442,0.9155994923828376,0.025728539130498596,76
82,all,0.1,0.01,0.0,1.0039746856968217,0.9906698340171056,0.9999501404216097,0.998198220045179,0.005571157169375475,97
83,all,0.1,0.1,0.0,1.004201550083727,0.990740740740741,1.0000000000000002,0.9983140969414895,0.005623169265581829,102
84,all,0.1,scale,0.1,0.9270105122921427,0.879972784972928,0.9398151798834422,0.9155994923828376,0.02572853913049868,76
85,all,0.1,0.01,0.1,1.0039746856968217,0.9906698340171061,0.9999501404216099,0.9981982200451792,0.005571157169375299,99
86,all,0.1,0.1,0.1,1.004201550083727,0.9907407407407406,1.0,0.9983140969414892,0.005623169265582005,100
87,all,0.1,scale,0.2,0.9287484783344363,0.8864893131090715,0.9418919616872415,0.9190432510435831,0.023636228477267575,78
88,all,0.1,0.01,0.2,1.0039746856968217,0.9906698340171057,0.9999501404216096,0.998198220045179,0.005571157169375413,97
89,all,0.1,0.1,0.2,1.004201550083727,0.9907407407407407,1.0000000000000002,0.9983140969414892,0.005623169265581978,100
90,all,1.0,scale,0.0,0.6501130526007999,0.5881667456868972,0.7951569053253122,0.6778122345376699,0.08674354944994662,58
91,all,1.0,0.01,0.0,1.0033578240105632,0.9901631552990655,0.9995969946578772,0.997705991322502,0.005550179625462229,91
92,all,1.0,0.1,0.0,1.0042402580671763,0.9907407407407409,1.0000000000000002,0.998326999602639,0.0056366916868472935,103
93,all,1.0,scale,0.1,0.656259351664807,0.6009703601477333,0.8027186788728103,0.6866494635617836,0.08512056235298215,59
94,all,1.0,0.01,0.1,1.0033941734729332,0.9901935391527453,0.9996209361576297,0.9977362162611029,0.005551475085062479,92
95,all,1.0,0.1,0.1,1.004247920301171,0.9907407407407409,1.0,0.9983295536806374,0.0056393716020391805,107
96,all,1.0,scale,0.2,0.6693313196414724,0.6139772772362418,0.810236457283213,0.6978483513869757,0.0826209507847249,62
97,all,1.0,0.01,0.2,1.0034308012279594,0.9902238896025263,0.9996449132216306,0.9977665346840388,0.005552888624752839,93
98,all,1.0,0.1,0.2,1.004255634553533,0.9907407407407407,1.0,0.9983321250980911,0.005642070761051919,108
99,all,10.0,scale,0.0,0.5996669392466338,0.5466200814856913,0.7270313009446069,0.6244394405589774,0.07570693337960444,55
100,all,10.0,0.01,0.0,1.0029459398870986,0.989986523701652,0.9994685439183681,0.9974670025023729,0.005476692614882457,88
101,all,10.0,0.1,0.0,1.0042407323835896,0.9907407407407409,1.0,0.9983271577081102,0.005636857551827808,106
102,all,10.0,scale,0.1,0.6133226837401213,0.5549003048427841,0.7472723538637183,0.6384984474822079,0.08052790663749719,56
103,all,10.0,0.01,0.1,1.0030529611628956,0.9900557579892094,0.9995196228134973,0.9975427806552007,0.005487121362708201,89
104,all,10.0,0.1,0.1,1.0042405646682504,0.9907407407407406,1.0,0.998327101802997,0.005636798902544691,104
105,all,10.0,scale,0.2,0.6248122921004831,0.5738143412450095,0.7641116379028001,0.6542460904160975,0.08042813206533725,57
106,all,10.0,0.01,0.2,1.0031601342569825,0.9901248753165588,0.9995707840265265,0.9976185978666893,0.005497742992232904,90
107,all,10.0,0.1,0.2,1.0042405678008646,0.990740740740741,1.0,0.9983271028472019,0.005636799998000698,105
