candidate_index,feature_selection__k,regressor__alpha,regressor__l1_ratio,split_1_validation_bounded_mae,split_2_validation_bounded_mae,split_3_validation_bounded_mae,mean_validation_bounded_mae,std_validation_bounded_mae,rank,search_convergence_warning_count_total,candidate_level_warning_mapping,status
26,200,0.001,0.9,0.19938400114066962,0.3413544253252986,0.37413185749618344,0.3049567613207172,0.07584104334705415,4,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
27,200,0.01,0.1,0.20587390182881837,0.34243316069809815,0.3639050779116865,0.30407071347953435,0.06998676622991636,3,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
28,200,0.01,0.5,0.20457367325025208,0.30837964199718787,0.32326088194795277,0.27873806573179755,0.05279286984518271,1,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
29,200,0.01,0.9,0.2150431632396148,0.3085294383416852,0.3224348244586628,0.2820024753466543,0.04768649039404137,2,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
30,200,0.1,0.1,0.27009059542629055,0.3755740549320344,0.38579457553457625,0.3438197419643004,0.05230108378267919,9,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
31,200,0.1,0.5,0.314247092879306,0.4480110086005006,0.45285840347222295,0.4050388349840099,0.06422994958255267,23,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
32,200,0.1,0.9,0.40042141193443415,0.48329565297297844,0.4761107809871123,0.45327594863150833,0.037488728381208924,29,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
33,200,1.0,0.1,0.51970553302099,0.5827372869979329,0.5548958061791797,0.5524462087327008,0.025790836849416268,37,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
34,200,1.0,0.5,0.8282046387200989,0.8390501649200148,0.728959679827732,0.7987381611559486,0.049539100395495445,41,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
35,200,1.0,0.9,0.9916666666666667,1.0000000000000002,0.9200006281405302,0.9705557649357323,0.03590939991513194,45,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
36,all,0.001,0.1,0.39177741520257137,0.5611541332865178,0.5435485805710842,0.49882670968672443,0.076035747990754,36,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
37,all,0.001,0.5,0.3699441357506499,0.5068433922634882,0.49467347954940877,0.4571536691878489,0.06186627371795575,31,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
38,all,0.001,0.9,0.3547557422759813,0.5314198826746289,0.4751147100206874,0.4537634449904326,0.0736861000663961,30,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
39,all,0.01,0.1,0.3639993561447624,0.5630710721681971,0.49676642011349076,0.4746122828088168,0.08276670578565802,34,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
40,all,0.01,0.5,0.2905879067072709,0.3119194209715192,0.41922728230074774,0.3405782033265126,0.056291009304761164,8,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
41,all,0.01,0.9,0.2795197721438116,0.3049013810806549,0.3624064907673383,0.31560921466393493,0.034675114093341126,6,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
42,all,0.1,0.1,0.32969846482576626,0.3793365252330806,0.4098946559468501,0.37297654866856567,0.03304738258932908,13,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
43,all,0.1,0.5,0.3513624010521139,0.3998039433033535,0.4082927691121362,0.3864863711558679,0.02507701467865231,16,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
44,all,0.1,0.9,0.4124481859124248,0.468381653538815,0.47483884178364244,0.4518895604116275,0.028013572148716845,28,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
45,all,1.0,0.1,0.5224552952827802,0.5798412759877296,0.5562532371543697,0.5528499361416266,0.023551001941951567,38,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
46,all,1.0,0.5,0.8282046387200989,0.8390501649200148,0.728959679827732,0.7987381611559486,0.049539100395495445,41,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
47,all,1.0,0.9,0.9916666666666667,1.0000000000000002,0.9200006281405302,0.9705557649357323,0.03590939991513194,45,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
