candidate_index,feature_selection__k,regressor__alpha,regressor__l1_ratio,split_1_validation_bounded_mae,split_2_validation_bounded_mae,split_3_validation_bounded_mae,mean_validation_bounded_mae,std_validation_bounded_mae,rank,search_convergence_warning_count_total,candidate_level_warning_mapping,status
10,50,1.0,0.5,0.8413010736870279,0.7324732960538648,0.8268246354739233,0.8001996684049386,0.04825306863963289,41,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
11,50,1.0,0.9,1.004240585122938,0.9518669555157644,0.9999999999999998,0.9853691802129007,0.023752823485349805,45,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
12,100,0.001,0.1,0.38544112202550207,0.2883646262041552,0.3670621402807382,0.34695596283679847,0.04210427760369395,9,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
13,100,0.001,0.5,0.38043443827183065,0.28838793877500746,0.3616414745993732,0.3434879505487371,0.039709800167359484,8,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
14,100,0.001,0.9,0.3743875638264723,0.2858543730744698,0.35951619624863534,0.33991937771652586,0.03870880983805399,7,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
15,100,0.01,0.1,0.3749327747000585,0.29246601853303145,0.39159209441352893,0.352996962548873,0.04333881724978667,11,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
16,100,0.01,0.5,0.37417935867898205,0.29195703783558646,0.390319036492722,0.3521518110024302,0.04307110661405283,10,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
17,100,0.01,0.9,0.3753452083922377,0.29043014757207564,0.39386507713736485,0.3532134777005594,0.045033737657455705,12,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
18,100,0.1,0.1,0.39296821889381184,0.3307868930211317,0.4366782876145558,0.3868111331764998,0.04344866043683287,16,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
19,100,0.1,0.5,0.4257168881729879,0.38716878737102856,0.4860104085302889,0.43296536135810176,0.04067613379681153,24,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
20,100,0.1,0.9,0.4658068124729177,0.46034603136370994,0.5101589940765826,0.47877061263773674,0.022306619340359223,32,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
21,100,1.0,0.1,0.5912328702819869,0.5075060488995716,0.633777601937283,0.5775055070396138,0.05245605559469077,39,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
22,100,1.0,0.5,0.8413010736870279,0.7324732960538648,0.8268246354739233,0.8001996684049386,0.04825306863963289,41,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
23,100,1.0,0.9,1.004240585122938,0.9518669555157644,0.9999999999999998,0.9853691802129007,0.023752823485349805,45,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
24,200,0.001,0.1,0.43380742567888464,0.2987213126414423,0.3557027015928011,0.36274381330437605,0.05537296226193382,14,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
25,200,0.001,0.5,0.3983732106824517,0.2706015465597417,0.3462996258755019,0.33842479437256506,0.05245893166132523,6,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
26,200,0.001,0.9,0.3793569713109964,0.2525119288666137,0.34785351171473994,0.32657413729745,0.0539260297683949,1,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
27,200,0.01,0.1,0.3648307916114644,0.2607573979312299,0.3732840108133032,0.3329574001186658,0.05116961641194184,5,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
28,200,0.01,0.5,0.34824416987209045,0.27530024127603203,0.36900357446024307,0.33084932853612187,0.04018303158702238,3,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
29,200,0.01,0.9,0.35460489388580646,0.27358652253436905,0.3705975623573259,0.3329296595925005,0.042466828608810354,4,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
30,200,0.1,0.1,0.3843839106711486,0.3293233122231349,0.4273055188918632,0.3803375805953822,0.040103265006147026,15,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
31,200,0.1,0.5,0.40640323295525993,0.4171708769512429,0.4766927031627465,0.4334222710230831,0.0309109825409564,25,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
32,200,0.1,0.9,0.44647846048015527,0.4784043105502811,0.5125243510090118,0.47913570734648275,0.02696808137895052,33,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
33,200,1.0,0.1,0.5538811346902198,0.5317993927015643,0.6331536726922491,0.5729447333613443,0.04351810438448049,37,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
34,200,1.0,0.5,0.8413010736870279,0.7324732960538648,0.8268246354739233,0.8001996684049386,0.04825306863963289,41,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
35,200,1.0,0.9,1.004240585122938,0.9518669555157644,0.9999999999999998,0.9853691802129007,0.023752823485349805,45,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
36,all,0.001,0.1,0.4250699719232205,0.49814800916541724,0.7175524049225602,0.5469234620037327,0.1242867035070938,36,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
37,all,0.001,0.5,0.4316377053868034,0.4738717077400916,0.4121294386756975,0.4392129506008642,0.025769040886884285,28,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
38,all,0.001,0.9,0.40706606674053125,0.4576414190030893,0.37439856299659685,0.4130353495800725,0.03424487817901377,19,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
39,all,0.01,0.1,0.47954776579251757,0.4851969243187809,0.4685768226516039,0.47777383758763414,0.0069000995555081645,31,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
40,all,0.01,0.5,0.38433155202919816,0.38436481444357234,0.3078466240571817,0.35884766350998404,0.036063183401236036,13,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
41,all,0.01,0.9,0.36908384684930606,0.329408910587289,0.2892914465485361,0.32926140132837706,0.03257527800521613,2,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
42,all,0.1,0.1,0.3793796675369405,0.4510489327448828,0.3842931427394244,0.4049072476737492,0.03268870228426642,17,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
43,all,0.1,0.5,0.398341229603173,0.41953871384536606,0.4024833294606915,0.40678775763641023,0.009173491192541211,18,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
44,all,0.1,0.9,0.45630930132938213,0.48086803647908266,0.45725731402996056,0.4648115506128085,0.011360244592452285,30,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
45,all,1.0,0.1,0.5499633847772691,0.5324613658376306,0.6364530462709316,0.5729592656286103,0.04546189101457954,38,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
46,all,1.0,0.5,0.8413010736870279,0.7324732960538648,0.8268246354739233,0.8001996684049386,0.04825306863963289,41,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
47,all,1.0,0.9,1.004240585122938,0.9518669555157644,0.9999999999999998,0.9853691802129007,0.023752823485349805,45,0,NOT_AVAILABLE_FROM_GRIDSEARCHCV,COMPLETE
