candidate_index,feature_selection__k,regressor__n_estimators,regressor__max_depth,regressor__max_features,regressor__min_samples_leaf,split_1_validation_bounded_mae,split_2_validation_bounded_mae,split_3_validation_bounded_mae,mean_validation_bounded_mae,std_validation_bounded_mae,rank
19,100,200,,sqrt,2,0.2195042016806723,0.2629567867831757,0.27208662184009397,0.251515870101314,0.022940483260624138,45
20,100,500,,sqrt,2,0.2190079498466054,0.26258965915771476,0.26406480011757805,0.24855413637396606,0.020900986642501805,39
21,100,200,,0.3,1,0.14739495798319333,0.20171296296296293,0.19398148148148148,0.1810298008092126,0.023991956157886008,19
22,100,500,,0.3,1,0.14763025210084033,0.2003703703703703,0.19190740740740736,0.1799693432928727,0.023126724078045273,17
23,100,200,,0.3,2,0.15321713685474186,0.2053698192239859,0.19821726190476194,0.18560140599449657,0.023084560999915762,21
24,100,500,,0.3,2,0.15132208883553422,0.2088740593768372,0.19738326719576713,0.1858598051360462,0.0248683193598887,24
25,100,200,12,sqrt,1,0.2239915966386555,0.255787037037037,0.27023148148148146,0.250003371719058,0.01931527592265159,43
26,100,500,12,sqrt,1,0.2184201680672269,0.25166666666666665,0.2605925925925926,0.2435598091088287,0.018146059300101908,33
27,100,200,12,sqrt,2,0.21950420168067228,0.2629567867831757,0.272086621840094,0.251515870101314,0.02294048326062417,45
28,100,500,12,sqrt,2,0.2190079498466054,0.26258965915771476,0.26406480011757805,0.24855413637396606,0.020900986642501805,39
29,100,200,12,0.3,1,0.14739495798319333,0.20171296296296293,0.19398148148148148,0.1810298008092126,0.023991956157886008,19
30,100,500,12,0.3,1,0.14763025210084033,0.2003703703703703,0.19190740740740736,0.1799693432928727,0.023126724078045273,17
31,100,200,12,0.3,2,0.15321713685474186,0.2053698192239859,0.198217261904762,0.1856014059944966,0.02308456099991577,22
32,100,500,12,0.3,2,0.15132208883553422,0.20887405937683712,0.19738326719576718,0.18585980513604616,0.024868319359888685,23
33,200,200,,sqrt,1,0.22865546218487393,0.26523148148148146,0.25578703703703703,0.2498913269011308,0.015503136142974905,41
34,200,500,,sqrt,1,0.22996638655462182,0.25142592592592594,0.2503333333333333,0.243908548604627,0.009868682844054419,35
35,200,200,,sqrt,2,0.23565769641189815,0.26136092739564964,0.2639665454144621,0.2536617230740033,0.012775133224415168,48
36,200,500,,sqrt,2,0.2330405695611578,0.252425911228689,0.25829947824808935,0.24792198634597873,0.010792501147417418,37
37,200,200,,0.3,1,0.1515546218487395,0.17638888888888893,0.1714351851851852,0.16645956530760453,0.010731660316713808,11
38,200,500,,0.3,1,0.15460504201680667,0.17505555555555555,0.1679444444444444,0.16586834733893555,0.008476969206552719,9
39,200,200,,0.3,2,0.1567255902360944,0.17818513007054676,0.1718758267195767,0.16892884900873928,0.009005238131137582,13
40,200,500,,0.3,2,0.15691517940509536,0.17759379041740153,0.17245661375661372,0.16898852785970353,0.008790978451072365,16
41,200,200,12,sqrt,1,0.22865546218487393,0.26523148148148146,0.25578703703703703,0.2498913269011308,0.015503136142974905,41
42,200,500,12,sqrt,1,0.22996638655462182,0.25142592592592594,0.2503333333333333,0.243908548604627,0.009868682844054419,35
43,200,200,12,sqrt,2,0.23565769641189815,0.26136092739564964,0.263966545414462,0.25366172307400325,0.012775133224415154,47
44,200,500,12,sqrt,2,0.2330405695611578,0.252425911228689,0.25829947824808935,0.24792198634597873,0.010792501147417418,37
45,200,200,12,0.3,1,0.1515546218487395,0.17638888888888893,0.1714351851851852,0.16645956530760453,0.010731660316713808,11
46,200,500,12,0.3,1,0.15460504201680667,0.17505555555555555,0.1679444444444444,0.16586834733893555,0.008476969206552719,9
47,200,200,12,0.3,2,0.1567255902360944,0.17818513007054684,0.1718758267195767,0.1689288490087393,0.00900523813113761,14
48,200,500,12,0.3,2,0.15691517940509528,0.17759379041740153,0.17245661375661375,0.1689885278597035,0.008790978451072406,15
49,all,200,,sqrt,1,0.2942436974789916,0.3260185185185186,0.32111111111111107,0.3137911090362071,0.013966546597875485,57
50,all,500,,sqrt,1,0.30640336134453766,0.3277962962962963,0.31879629629629624,0.3176653179790434,0.008770167251469277,59
51,all,200,,sqrt,2,0.29944412765106043,0.3350974977954144,0.32982008744855956,0.3214539042983448,0.015711682830297145,61
52,all,500,,sqrt,2,0.3072327997865813,0.337438220164609,0.32520529969002193,0.3232921065470707,0.012405296880903183,63
53,all,200,,0.3,1,0.13781512605042015,0.17291666666666666,0.1589351851851852,0.15655565930075735,0.014428586116560362,1
54,all,500,,0.3,1,0.14677310924369746,0.1731481481481481,0.1615,0.16047375246394854,0.0107919895387508,5
55,all,200,,0.3,2,0.14363098572762437,0.1726230158730159,0.16262946428571434,0.1596278219621182,0.012024747965949933,3
56,all,500,,0.3,2,0.14838579431772717,0.1728057760141094,0.16401069223985892,0.16173408752389848,0.010098550169453727,7
57,all,200,12,sqrt,1,0.2942436974789916,0.3260185185185186,0.32111111111111107,0.3137911090362071,0.013966546597875485,57
58,all,500,12,sqrt,1,0.30640336134453766,0.3277962962962963,0.31879629629629624,0.3176653179790434,0.008770167251469277,59
59,all,200,12,sqrt,2,0.29944412765106043,0.3350974977954144,0.32982008744855956,0.3214539042983448,0.015711682830297145,61
60,all,500,12,sqrt,2,0.3072327997865813,0.3374382201646091,0.32520529969002193,0.3232921065470708,0.012405296880903225,64
61,all,200,12,0.3,1,0.13781512605042015,0.17291666666666666,0.1589351851851852,0.15655565930075735,0.014428586116560362,1
62,all,500,12,0.3,1,0.14677310924369746,0.1731481481481481,0.1615,0.16047375246394854,0.0107919895387508,5
63,all,200,12,0.3,2,0.14363098572762442,0.1726230158730159,0.16262946428571434,0.15962782196211822,0.01202474796594991,4
64,all,500,12,0.3,2,0.14838579431772717,0.1728057760141094,0.16401069223985892,0.16173408752389848,0.010098550169453727,7
