source_phase,source_path,source_sha256,source_row_number,frozen_row_json
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,12,"{""condition"":""FUSION_PEH"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":""0.4492492409120349"",""balanced_accuracy"":""0.4514142304236644"",""accuracy"":""0.4510739856801909"",""severe_error_rate"":""0.21957040572792363"",""recall_class_0"":""0.5769230769230769"",""recall_class_1"":""0.3867924528301887"",""recall_class_2"":""0.40384615384615385"",""recall_class_3"":""0.4380952380952381"",""confusion_matrix"":""[[60,14,20,10],[31,41,22,12],[15,24,42,23],[22,13,24,46]]"",""task"":""classification"",""primary_metric_name"":""macro_f1"",""primary_metric_value"":""0.4492492409120349"",""raw_mae"":"""",""bounded_mae"":"""",""bounded_rmse"":"""",""bounded_r2"":"""",""bounded_spearman"":"""",""bounded_spearman_status"":"""",""clipping_count"":"""",""clipping_rate"":"""",""task_wording"":""""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,13,"{""condition"":""FUSION_PEHF"",""model_family"":""HDC"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":""0.8612711349931246"",""balanced_accuracy"":""0.8616663211002834"",""accuracy"":""0.8615751789976134"",""severe_error_rate"":""0.01909307875894988"",""recall_class_0"":""0.8365384615384616"",""recall_class_1"":""0.7924528301886793"",""recall_class_2"":""0.8557692307692307"",""recall_class_3"":""0.9619047619047619"",""confusion_matrix"":""[[87,14,3,0],[12,84,9,1],[4,6,89,5],[0,0,4,101]]"",""task"":""classification"",""primary_metric_name"":""macro_f1"",""primary_metric_value"":""0.8612711349931246"",""raw_mae"":"""",""bounded_mae"":"""",""bounded_rmse"":"""",""bounded_r2"":"""",""bounded_spearman"":"""",""bounded_spearman_status"":"""",""clipping_count"":"""",""clipping_rate"":"""",""task_wording"":""""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,14,"{""condition"":""FUSION_PEHF"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":""0.9379776646776896"",""balanced_accuracy"":""0.9380446990116802"",""accuracy"":""0.9379474940334129"",""severe_error_rate"":""0.014319809069212411"",""recall_class_0"":""0.9423076923076923"",""recall_class_1"":""0.8962264150943396"",""recall_class_2"":""0.9326923076923077"",""recall_class_3"":""0.9809523809523809"",""confusion_matrix"":""[[98,1,4,1],[4,95,7,0],[1,2,97,4],[0,0,2,103]]"",""task"":""classification"",""primary_metric_name"":""macro_f1"",""primary_metric_value"":""0.9379776646776896"",""raw_mae"":"""",""bounded_mae"":"""",""bounded_rmse"":"""",""bounded_r2"":"""",""bounded_spearman"":"""",""bounded_spearman_status"":"""",""clipping_count"":"""",""clipping_rate"":"""",""task_wording"":""""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,15,"{""condition"":""PERFORMANCE_ONLY_AUXILIARY"",""model_family"":""HDC"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":""0.5574927474907552"",""balanced_accuracy"":""0.5585372174994817"",""accuracy"":""0.5584725536992841"",""severe_error_rate"":""0.1026252983293556"",""recall_class_0"":""0.5576923076923077"",""recall_class_1"":""0.4528301886792453"",""recall_class_2"":""0.4807692307692308"",""recall_class_3"":""0.7428571428571429"",""confusion_matrix"":""[[58,30,9,7],[24,48,21,13],[5,25,50,24],[0,9,18,78]]"",""task"":""classification"",""primary_metric_name"":""macro_f1"",""primary_metric_value"":""0.5574927474907552"",""raw_mae"":"""",""bounded_mae"":"""",""bounded_rmse"":"""",""bounded_r2"":"""",""bounded_spearman"":"""",""bounded_spearman_status"":"""",""clipping_count"":"""",""clipping_rate"":"""",""task_wording"":""""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,16,"{""condition"":""PERFORMANCE_ONLY_AUXILIARY"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":""0.7166671501207432"",""balanced_accuracy"":""0.7186640403621535"",""accuracy"":""0.7183770883054893"",""severe_error_rate"":""0.10739856801909307"",""recall_class_0"":""0.8269230769230769"",""recall_class_1"":""0.6226415094339622"",""recall_class_2"":""0.6346153846153846"",""recall_class_3"":""0.7904761904761904"",""confusion_matrix"":""[[86,5,8,5],[11,66,20,9],[9,19,66,10],[7,7,8,83]]"",""task"":""classification"",""primary_metric_name"":""macro_f1"",""primary_metric_value"":""0.7166671501207432"",""raw_mae"":"""",""bounded_mae"":"""",""bounded_rmse"":"""",""bounded_r2"":"""",""bounded_spearman"":"""",""bounded_spearman_status"":"""",""clipping_count"":"""",""clipping_rate"":"""",""task_wording"":""""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,17,"{""condition"":""WITHOUT_PERFORMANCE_PRIMARY_REFERENCE"",""model_family"":""HDC"",""source_status"":""REUSED_FROZEN_REFERENCE"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":""0.8710573880254382"",""balanced_accuracy"":""0.8712363501278596"",""accuracy"":""0.8711217183770883"",""severe_error_rate"":""0.01909307875894988"",""recall_class_0"":""0.8173076923076923"",""recall_class_1"":""0.8018867924528302"",""recall_class_2"":""0.9038461538461539"",""recall_class_3"":""0.9619047619047619"",""confusion_matrix"":""[[85,16,3,0],[13,85,7,1],[4,4,94,2],[0,0,4,101]]"",""task"":""classification"",""primary_metric_name"":""macro_f1"",""primary_metric_value"":""0.8710573880254382"",""raw_mae"":"""",""bounded_mae"":"""",""bounded_rmse"":"""",""bounded_r2"":"""",""bounded_spearman"":"""",""bounded_spearman_status"":"""",""clipping_count"":"""",""clipping_rate"":"""",""task_wording"":""""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,18,"{""condition"":""WITHOUT_PERFORMANCE_PRIMARY_REFERENCE"",""model_family"":""TRADITIONAL"",""source_status"":""REUSED_FROZEN_REFERENCE"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":""0.9356075023489925"",""balanced_accuracy"":""0.9356862084456424"",""accuracy"":""0.9355608591885441"",""severe_error_rate"":""0.014319809069212411"",""recall_class_0"":""0.9423076923076923"",""recall_class_1"":""0.8867924528301887"",""recall_class_2"":""0.9326923076923077"",""recall_class_3"":""0.9809523809523809"",""confusion_matrix"":""[[98,1,4,1],[4,94,8,0],[1,2,97,4],[0,0,2,103]]"",""task"":""classification"",""primary_metric_name"":""macro_f1"",""primary_metric_value"":""0.9356075023489925"",""raw_mae"":"""",""bounded_mae"":"""",""bounded_rmse"":"""",""bounded_r2"":"""",""bounded_spearman"":"""",""bounded_spearman_status"":"""",""clipping_count"":"""",""clipping_rate"":"""",""task_wording"":""""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,19,"{""condition"":""WITH_PERFORMANCE_AUXILIARY"",""model_family"":""HDC"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":""0.8419786048184106"",""balanced_accuracy"":""0.8424355518695141"",""accuracy"":""0.8424821002386634"",""severe_error_rate"":""0.02386634844868735"",""recall_class_0"":""0.7884615384615384"",""recall_class_1"":""0.7924528301886793"",""recall_class_2"":""0.8269230769230769"",""recall_class_3"":""0.9619047619047619"",""confusion_matrix"":""[[82,18,3,1],[10,84,10,2],[3,8,86,7],[1,0,3,101]]"",""task"":""classification"",""primary_metric_name"":""macro_f1"",""primary_metric_value"":""0.8419786048184106"",""raw_mae"":"""",""bounded_mae"":"""",""bounded_rmse"":"""",""bounded_r2"":"""",""bounded_spearman"":"""",""bounded_spearman_status"":"""",""clipping_count"":"""",""clipping_rate"":"""",""task_wording"":""""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,20,"{""condition"":""WITH_PERFORMANCE_AUXILIARY"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":""0.9402428649824057"",""balanced_accuracy"":""0.9404485451655262"",""accuracy"":""0.9403341288782816"",""severe_error_rate"":""0.011933174224343675"",""recall_class_0"":""0.9519230769230769"",""recall_class_1"":""0.8962264150943396"",""recall_class_2"":""0.9326923076923077"",""recall_class_3"":""0.9809523809523809"",""confusion_matrix"":""[[99,1,3,1],[5,95,6,0],[1,2,97,4],[0,0,2,103]]"",""task"":""classification"",""primary_metric_name"":""macro_f1"",""primary_metric_value"":""0.9402428649824057"",""raw_mae"":"""",""bounded_mae"":"""",""bounded_rmse"":"""",""bounded_r2"":"""",""bounded_spearman"":"""",""bounded_spearman_status"":"""",""clipping_count"":"""",""clipping_rate"":"""",""task_wording"":""""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,21,"{""condition"":""BEST_SINGLE_FLIGHT_REFERENCE"",""model_family"":""HDC"",""source_status"":""REUSED_FROZEN_REFERENCE"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.26110997582338896"",""raw_mae"":""0.27953631792362765"",""bounded_mae"":""0.26110997582338896"",""bounded_rmse"":""0.38910386961153864"",""bounded_r2"":""0.8786467038722958"",""bounded_spearman"":""0.9312472328247438"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""54.0"",""clipping_rate"":""0.1288782816229117"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,22,"{""condition"":""FLIGHT_BEHAVIORAL_ONLY"",""model_family"":""HDC"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.26110997582338896"",""raw_mae"":""0.27953631792362765"",""bounded_mae"":""0.26110997582338896"",""bounded_rmse"":""0.38910386961153864"",""bounded_r2"":""0.8786467038722958"",""bounded_spearman"":""0.9312472328247438"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""54.0"",""clipping_rate"":""0.1288782816229117"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,23,"{""condition"":""FLIGHT_BEHAVIORAL_ONLY"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.09223506703340688"",""raw_mae"":""0.09783084747040309"",""bounded_mae"":""0.09223506703340688"",""bounded_rmse"":""0.2353528064024707"",""bounded_r2"":""0.9556024259991283"",""bounded_spearman"":""0.9541068012315398"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""81.0"",""clipping_rate"":""0.19331742243436753"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,24,"{""condition"":""FLIGHT_FULL"",""model_family"":""HDC"",""source_status"":""REUSED_FROZEN_REFERENCE"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.26110997582338896"",""raw_mae"":""0.27953631792362765"",""bounded_mae"":""0.26110997582338896"",""bounded_rmse"":""0.38910386961153864"",""bounded_r2"":""0.8786467038722958"",""bounded_spearman"":""0.9312472328247438"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""54.0"",""clipping_rate"":""0.1288782816229117"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,25,"{""condition"":""FLIGHT_FULL"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.09299931690981272"",""raw_mae"":""0.09892428013329965"",""bounded_mae"":""0.09299931690981272"",""bounded_rmse"":""0.23636754726043127"",""bounded_r2"":""0.955218753880735"",""bounded_spearman"":""0.9538408269867908"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""79.0"",""clipping_rate"":""0.18854415274463007"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,26,"{""condition"":""FULL_PRIMARY_REFERENCE"",""model_family"":""HDC"",""source_status"":""REUSED_FROZEN_REFERENCE"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.2657274084669525"",""raw_mae"":""0.2840964260776437"",""bounded_mae"":""0.2657274084669525"",""bounded_rmse"":""0.39432709575753067"",""bounded_r2"":""0.87536680812352"",""bounded_spearman"":""0.9283794376857553"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""52.0"",""clipping_rate"":""0.12410501193317422"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,27,"{""condition"":""FULL_PRIMARY_REFERENCE"",""model_family"":""TRADITIONAL"",""source_status"":""REUSED_FROZEN_REFERENCE"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.10748622346925181"",""raw_mae"":""0.11306438938653676"",""bounded_mae"":""0.10748622346925181"",""bounded_rmse"":""0.2550837953674904"",""bounded_r2"":""0.947846168738032"",""bounded_spearman"":""0.9529838128466465"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""74.0"",""clipping_rate"":""0.1766109785202864"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,28,"{""condition"":""FUSION_PE"",""model_family"":""HDC"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.8921531373508355"",""raw_mae"":""0.9626756725955132"",""bounded_mae"":""0.8921531373508355"",""bounded_rmse"":""1.1378133092291698"",""bounded_r2"":""-0.037677729717058295"",""bounded_spearman"":""0.3640083167784312"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""56.0"",""clipping_rate"":""0.13365155131264916"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,29,"{""condition"":""FUSION_PE"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.818992200327216"",""raw_mae"":""0.8231733580683812"",""bounded_mae"":""0.818992200327216"",""bounded_rmse"":""1.019801114522642"",""bounded_r2"":""0.16641202373863662"",""bounded_spearman"":""0.4452890054138776"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""12.0"",""clipping_rate"":""0.028639618138424822"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,30,"{""condition"":""FUSION_PEH"",""model_family"":""HDC"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.861676515556086"",""raw_mae"":""0.8807675127513126"",""bounded_mae"":""0.861676515556086"",""bounded_rmse"":""1.0976586691789223"",""bounded_r2"":""0.03427138336432689"",""bounded_spearman"":""0.3951301220398037"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""36.0"",""clipping_rate"":""0.08591885441527446"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,31,"{""condition"":""FUSION_PEH"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.8170352120333677"",""raw_mae"":""0.8175337577786824"",""bounded_mae"":""0.8170352120333677"",""bounded_rmse"":""1.0076330534205928"",""bounded_r2"":""0.1861857546739164"",""bounded_spearman"":""0.4557343872045905"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""4.0"",""clipping_rate"":""0.00954653937947494"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,32,"{""condition"":""FUSION_PEHF"",""model_family"":""HDC"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.26381443277326966"",""raw_mae"":""0.2835957175799522"",""bounded_mae"":""0.26381443277326966"",""bounded_rmse"":""0.3931199330267795"",""bounded_r2"":""0.8761287250900359"",""bounded_spearman"":""0.9287762524058231"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""52.0"",""clipping_rate"":""0.12410501193317422"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,33,"{""condition"":""FUSION_PEHF"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.10665231509139479"",""raw_mae"":""0.11226507371703152"",""bounded_mae"":""0.10665231509139479"",""bounded_rmse"":""0.2541570930006546"",""bounded_r2"":""0.9482244231623249"",""bounded_spearman"":""0.9529964197891501"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""71.0"",""clipping_rate"":""0.16945107398568018"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,34,"{""condition"":""PERFORMANCE_ONLY_AUXILIARY"",""model_family"":""HDC"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.5448830815847255"",""raw_mae"":""0.5624155355455848"",""bounded_mae"":""0.5448830815847255"",""bounded_rmse"":""0.7004833882310346"",""bounded_r2"":""0.6067070528870777"",""bounded_spearman"":""0.7840783933047848"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""31.0"",""clipping_rate"":""0.07398568019093078"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,35,"{""condition"":""PERFORMANCE_ONLY_AUXILIARY"",""model_family"":""TRADITIONAL"",""source_status"":""NEW_PHASE08_RUN"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.5269221934755356"",""raw_mae"":""0.5395704107245507"",""bounded_mae"":""0.5269221934755356"",""bounded_rmse"":""0.7183793738793924"",""bounded_r2"":""0.5863546125246206"",""bounded_spearman"":""0.7583657631120813"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""36.0"",""clipping_rate"":""0.08591885441527446"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
08,E:\hdc-vr-pilot\experiments\phase_08_fusion_and_shortcut_analysis\results\summaries\phase08_final_comparison.csv,f20471356be9e3dc7d87bf0e8c08640449ee9fb545a7d3b6aabb89c4a03d9653,36,"{""condition"":""WITHOUT_PERFORMANCE_PRIMARY_REFERENCE"",""model_family"":""HDC"",""source_status"":""REUSED_FROZEN_REFERENCE"",""n_rows"":""419"",""n_subjects"":""35"",""macro_f1"":"""",""balanced_accuracy"":"""",""accuracy"":"""",""severe_error_rate"":"""",""recall_class_0"":"""",""recall_class_1"":"""",""recall_class_2"":"""",""recall_class_3"":"""",""confusion_matrix"":"""",""task"":""regression"",""primary_metric_name"":""bounded_mae"",""primary_metric_value"":""0.2657274084669525"",""raw_mae"":""0.2840964260776437"",""bounded_mae"":""0.2657274084669525"",""bounded_rmse"":""0.39432709575753067"",""bounded_r2"":""0.87536680812352"",""bounded_spearman"":""0.9283794376857553"",""bounded_spearman_status"":""DEFINED"",""clipping_count"":""52.0"",""clipping_rate"":""0.12410501193317422"",""task_wording"":""bounded difficulty-induced workload proxy regression""}"
