variant,outer_fold,dimension,seed,levels,feature_k,selected_structure_parameters,selected_temperature,accuracy,balanced_accuracy,macro_f1,weighted_f1,severe_error_rate,confusion_0_0,confusion_0_1,confusion_0_2,confusion_0_3,confusion_1_0,confusion_1_1,confusion_1_2,confusion_1_3,confusion_2_0,confusion_2_1,confusion_2_2,confusion_2_3,confusion_3_0,confusion_3_1,confusion_3_2,confusion_3_3
hybrid,2,5000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7738095238095238,0.7751623376623377,0.7738095238095238,0.7732426303854875,0.03571428571428571,15,4,1,0,6,14,1,1,1,2,17,1,0,0,2,19
hybrid,2,5000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7857142857142857,0.7882034632034632,0.785327824472748,0.7844079110528345,0.03571428571428571,16,3,1,0,7,13,1,1,1,2,18,0,0,0,2,19
hybrid,2,5000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7976190476190477,0.7995670995670996,0.7976190476190477,0.7964852607709749,0.03571428571428571,16,3,1,0,5,14,2,1,1,3,17,0,0,0,1,20
hybrid,2,5000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7619047619047619,0.7615800865800866,0.7656816760475297,0.7652848506507043,0.03571428571428571,14,5,1,0,5,16,0,1,1,5,15,0,0,0,2,19
hybrid,2,5000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7619047619047619,0.7632575757575757,0.7644916059550206,0.7635639621702339,0.03571428571428571,15,4,1,0,6,14,1,1,1,4,16,0,0,0,2,19
hybrid,2,10000,42,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7738095238095238,0.7774891774891775,0.7707490731378497,0.7693688108880222,0.03571428571428571,18,1,1,0,7,13,1,1,1,3,15,2,0,0,2,19
hybrid,2,10000,43,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7738095238095238,0.7757575757575758,0.7728304027226318,0.772101126326878,0.03571428571428571,16,3,1,0,6,14,1,1,1,2,16,2,0,0,2,19
hybrid,2,10000,44,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7261904761904762,0.7264069264069264,0.7269120836359948,0.7263807865297107,0.03571428571428571,14,5,1,0,6,15,0,1,1,5,13,2,0,0,2,19
hybrid,2,10000,45,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.8214285714285714,0.823430735930736,0.8202468735650812,0.8193204867501926,0.03571428571428571,17,2,1,0,4,15,2,1,1,2,17,1,0,0,1,20
hybrid,2,10000,46,51,50,"{""centroids_per_class"":2,""epochs"":3,""learning_rate"":0.05,""margin_threshold"":0.0}",0.05,0.7976190476190477,0.8001623376623377,0.796977554493153,0.7956945682413634,0.023809523809523808,17,2,1,0,5,14,3,0,1,3,16,1,0,0,1,20
